epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,138.702,1.46813,1.15113,1.0331,0.92416,0.96429,0.93711,0.61386,1.32028,1.0104,0.96114,0.0005348,0.0005348,0.0005348
39,142.238,1.43689,1.11961,1.03702,0.92597,0.96429,0.93804,0.61954,1.2826,1.01122,0.94525,0.0004952,0.0004952,0.0004952
40,145.986,1.40517,1.06736,1.02724,0.92518,0.96429,0.93245,0.62742,1.26983,0.98501,0.94639,0.0004556,0.0004556,0.0004556
41,149.78,1.35692,1.17889,1.01352,0.90232,0.98997,0.93555,0.61374,1.26981,0.9903,0.94179,0.000416,0.000416,0.000416
42,153.317,1.334,1.20755,1.01769,0.91448,0.96429,0.93194,0.59855,1.2964,0.9874,0.94768,0.0003764,0.0003764,0.0003764
43,156.684,1.3505,1.18557,1.01454,0.93268,0.98989,0.931,0.58713,1.35924,0.97557,0.96128,0.0003368,0.0003368,0.0003368
44,160.034,1.34074,1.15695,1.00385,0.93211,1,0.93567,0.56797,1.39132,0.98155,0.97391,0.0002972,0.0002972,0.0002972
45,163.484,1.41248,1.23673,1.02324,0.9328,0.99173,0.93567,0.57185,1.36653,0.99454,0.96812,0.0002576,0.0002576,0.0002576
46,166.767,1.31965,1.20202,1.03471,0.89374,1,0.93072,0.58328,1.36356,0.97629,0.96179,0.000218,0.000218,0.000218
47,170.251,1.30255,1.17269,1.00458,0.92373,0.96429,0.93072,0.5804,1.36495,0.97923,0.95615,0.0001784,0.0001784,0.0001784
48,173.78,1.27746,1.07926,0.98914,0.92505,0.96429,0.93072,0.58311,1.346,0.97316,0.95205,0.0001388,0.0001388,0.0001388
49,177.151,1.33511,1.15837,1.00527,0.92506,0.96429,0.93072,0.5869,1.33995,0.96784,0.95118,9.92e-05,9.92e-05,9.92e-05
50,180.74,1.29876,1.07883,1.00008,0.92423,0.96429,0.92987,0.58785,1.33619,0.96486,0.95127,5.96e-05,5.96e-05,5.96e-05
