epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,22.4047,1.6852,2.10781,1.14627,0.85653,0.74679,0.81401,0.50586,1.54616,1.967,1.16372,0.0011684,0.0011684,0.0011684
23,23.3902,1.69876,2.48791,1.13259,0.85653,0.74679,0.81401,0.50586,1.54616,1.967,1.16372,0.0011288,0.0011288,0.0011288
24,24.3999,1.82593,2.0693,1.23363,0.82735,0.875,0.86124,0.61098,1.45191,2.22149,1.13212,0.0010892,0.0010892,0.0010892
25,25.4039,1.63217,2.41079,1.09176,0.95282,0.625,0.6369,0.31507,1.48336,2.74439,1.07179,0.0010496,0.0010496,0.0010496
26,26.3755,1.73711,2.34211,1.17428,1,0.71882,0.87515,0.43781,1.51994,2.26606,1.04139,0.00101,0.00101,0.00101
27,27.3226,1.59624,2.24604,1.00648,1,0.71882,0.87515,0.43781,1.51994,2.26606,1.04139,0.0009704,0.0009704,0.0009704
28,28.2696,1.68931,2.29562,1.07517,1,0.85861,0.87515,0.58988,1.30999,1.49857,0.99997,0.0009308,0.0009308,0.0009308
29,29.2365,1.60333,2.05479,1.14951,0.85978,0.875,0.8439,0.52557,1.46734,1.41028,1.03152,0.0008912,0.0008912,0.0008912
30,30.1897,1.81337,2.60761,1.33122,0.86431,0.875,0.7964,0.45942,1.47477,1.43816,1.03401,0.0008516,0.0008516,0.0008516
31,31.1874,1.5295,2.16095,1.16705,0.86431,0.875,0.7964,0.45942,1.47477,1.43816,1.03401,0.000812,0.000812,0.000812
32,32.1495,1.61226,2.10655,1.07997,0.8588,0.875,0.7814,0.51401,1.42035,1.46075,1.04699,0.0007724,0.0007724,0.0007724
33,33.0868,1.52651,2.30751,1.14937,0.85977,0.875,0.8589,0.61419,1.3058,1.34708,1.02958,0.0007328,0.0007328,0.0007328
34,34.055,1.3292,3.08697,0.92031,1,0.86262,0.87515,0.60295,1.30643,1.30944,1.0414,0.0006932,0.0006932,0.0006932
35,34.9703,1.53329,1.89024,1.02111,1,0.86262,0.87515,0.60295,1.30643,1.30944,1.0414,0.0006536,0.0006536,0.0006536
36,35.9366,1.37141,1.8994,0.9853,0.97816,0.875,0.87515,0.60432,1.33164,1.26918,1.02932,0.000614,0.000614,0.000614
37,36.888,1.48138,1.94277,1.11897,0.98339,0.875,0.87515,0.58965,1.36549,1.36843,1.02443,0.0005744,0.0005744,0.0005744
38,37.8372,1.42924,2.00622,1.05699,0.9895,0.875,0.87515,0.56157,1.52274,1.58613,1.04788,0.0005348,0.0005348,0.0005348
39,38.8088,1.43292,1.67832,1.00615,0.9895,0.875,0.87515,0.56157,1.52274,1.58613,1.04788,0.0004952,0.0004952,0.0004952
40,39.7889,1.36446,1.88037,0.97165,1,0.87283,0.87515,0.52655,1.54199,1.70934,1.06012,0.0004556,0.0004556,0.0004556
41,40.7297,1.33197,1.97052,1.01547,1,0.87043,0.87515,0.54864,1.44597,1.64473,1.05182,0.000416,0.000416,0.000416
42,41.6885,1.4624,2.2918,1.08875,1,0.86949,0.87535,0.5874,1.39519,1.58534,1.0427,0.0003764,0.0003764,0.0003764
43,42.5895,1.24094,1.90102,0.95759,1,0.86949,0.87535,0.5874,1.39519,1.58534,1.0427,0.0003368,0.0003368,0.0003368
44,43.539,1.41133,1.91741,1.1786,1,0.8701,0.87535,0.56822,1.38272,1.61622,1.04787,0.0002972,0.0002972,0.0002972
45,44.4371,1.29317,1.90097,1.01207,1,0.86744,0.935,0.55509,1.38906,1.5718,1.04982,0.0002576,0.0002576,0.0002576
46,45.3706,1.3183,2.07439,1.01659,1,0.86434,0.935,0.57792,1.42054,1.45293,1.03902,0.000218,0.000218,0.000218
47,46.2492,1.36607,1.76149,1.05622,1,0.86434,0.935,0.57792,1.42054,1.45293,1.03902,0.0001784,0.0001784,0.0001784
48,47.1594,1.51525,2.0587,1.07581,1,0.8599,0.939,0.57169,1.47515,1.39095,1.04007,0.0001388,0.0001388,0.0001388
49,48.0998,1.31197,1.98058,0.9328,1,0.84539,0.939,0.56389,1.50724,1.32111,1.0387,9.92e-05,9.92e-05,9.92e-05
50,49.0063,1.37464,1.71942,1.07717,1,0.83809,0.955,0.55852,1.51418,1.30141,1.04559,5.96e-05,5.96e-05,5.96e-05
