epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,87.8988,1.64888,1.45767,1.11462,0.85134,0.85714,0.85871,0.54477,1.42935,1.17559,1.01153,0.0010892,0.0010892,0.0010892
25,91.4987,1.51909,1.41437,1.01761,0.85735,0.89286,0.90708,0.56731,1.31591,1.15873,1.00328,0.0010496,0.0010496,0.0010496
26,95.2989,1.66176,1.67152,1.08078,0.85632,0.85162,0.88837,0.57589,1.34,1.22061,1.01922,0.00101,0.00101,0.00101
27,98.9307,1.6049,1.40818,1.06977,0.78329,0.92857,0.89168,0.54216,1.3577,1.19665,1.01184,0.0009704,0.0009704,0.0009704
28,102.685,1.64981,1.47619,1.09152,0.87706,0.89286,0.91339,0.57793,1.32313,1.14477,1.00575,0.0009308,0.0009308,0.0009308
29,106.386,1.67414,1.48291,1.07928,0.89278,0.89212,0.89138,0.6018,1.3022,1.15635,0.999,0.0008912,0.0008912,0.0008912
30,110.048,1.47675,1.29183,1.04555,0.91882,0.89286,0.88634,0.57322,1.36611,1.11603,1.00019,0.0008516,0.0008516,0.0008516
31,113.566,1.3485,1.28001,0.95405,0.86041,0.88084,0.87263,0.5601,1.34861,1.0875,0.99785,0.000812,0.000812,0.000812
32,117.203,1.47413,1.32389,1.03677,0.88964,0.89286,0.88627,0.53093,1.44339,1.10262,1.01551,0.0007724,0.0007724,0.0007724
33,120.798,1.3868,1.26448,1.00248,0.8918,0.88332,0.85581,0.49082,1.53737,1.0797,1.024,0.0007328,0.0007328,0.0007328
34,124.516,1.47375,1.14927,1.00576,0.84132,0.94706,0.87034,0.47759,1.49618,1.06935,1.05127,0.0006932,0.0006932,0.0006932
35,128.209,1.58584,1.27038,0.9922,0.8416,0.94908,0.87172,0.51365,1.42526,1.0148,1.02245,0.0006536,0.0006536,0.0006536
36,131.901,1.62488,1.3981,1.04593,0.86769,0.93708,0.88097,0.51679,1.38416,1.0305,0.99257,0.000614,0.000614,0.000614
37,135.906,1.51006,1.10147,0.98134,0.86417,0.92857,0.87777,0.50653,1.44548,1.0057,0.99269,0.0005744,0.0005744,0.0005744
38,139.747,1.48698,1.144,1.02731,0.87009,0.95703,0.90967,0.5152,1.45187,0.97899,0.99959,0.0005348,0.0005348,0.0005348
39,143.464,1.50658,1.15565,1.00166,0.87011,0.95716,0.91254,0.5441,1.4101,0.98728,0.99105,0.0004952,0.0004952,0.0004952
40,147.034,1.50082,1.1753,1.03755,0.87004,0.95654,0.91444,0.5474,1.36921,0.96843,0.98189,0.0004556,0.0004556,0.0004556
41,150.485,1.27858,1.22719,0.98525,0.86838,0.94277,0.92303,0.58176,1.35435,0.98657,0.98692,0.000416,0.000416,0.000416
42,153.647,1.43613,1.16634,1.01557,0.92052,0.89286,0.91398,0.59564,1.32966,0.97547,0.97604,0.0003764,0.0003764,0.0003764
43,157.047,1.39799,1.36144,1.05407,0.92148,0.89286,0.9078,0.58215,1.36124,0.94045,0.97944,0.0003368,0.0003368,0.0003368
44,160.621,1.38182,1.17227,1.04738,0.89471,0.96429,0.9083,0.58264,1.32755,0.91375,0.97365,0.0002972,0.0002972,0.0002972
45,164.13,1.41053,1.16817,1.02387,0.92853,0.92804,0.91609,0.56938,1.3347,0.92203,0.97252,0.0002576,0.0002576,0.0002576
46,167.679,1.51491,1.26047,1.01677,0.93044,0.95561,0.92369,0.57921,1.32383,0.92178,0.96883,0.000218,0.000218,0.000218
47,171.175,1.2791,1.17059,0.95024,0.92375,0.92857,0.92329,0.55607,1.36045,0.94582,0.97324,0.0001784,0.0001784,0.0001784
48,174.515,1.33095,1.14697,0.97802,0.93062,0.95834,0.92913,0.55471,1.37352,0.92032,0.97477,0.0001388,0.0001388,0.0001388
49,177.701,1.23022,1.1819,0.95922,0.93079,0.96429,0.93125,0.57055,1.34061,0.89389,0.97317,9.92e-05,9.92e-05,9.92e-05
50,180.914,1.34389,1.09987,0.99068,0.9281,0.96429,0.93005,0.57611,1.32471,0.88404,0.97253,5.96e-05,5.96e-05,5.96e-05
